text,distress,framing,tension,is_labelled,household_relevance_score
"Direct Deposit of $2,836.77 received.",0,direct,0,1,0.6959
Please check your inbox for a message about your account.,0,gentle,0,1,0.5601
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.6299
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.5072
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.4434
"Merchant refund of $4,363.86 processed.",0,direct,0,1,0.5448
Account 3202 has been closed due to inactivity.,1,direct,1,1,0.8114
"Final Notice: Payment of $4,175.78 is 60 days overdue.",1,urgent,1,1,0.9194
A quick note: We have updated our branch hours.,0,gentle,0,1,0.4034
"Urgent: Your account is overdrawn by $3,590.22. Immediate deposit required.",1,urgent,1,1,0.9539
Action Required: We could not process your auto-pay of $41.65.,1,urgent,1,1,0.9433
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4801
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.9793
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.8189
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.6006
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.5077
"Alert: A charge of $1,865.18 at Walmart was declined.",1,urgent,1,1,0.8991
A quick note: We have updated our branch hours.,0,gentle,0,1,0.5212
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.6229
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.6928
Your credit card ending in 5380 has been suspended due to missed payments.,1,urgent,1,1,0.9985
Big win: Your investment portfolio is up by $118.79.,0,celebratory,0,1,0.6751
"Check #5538 for $1,234.90 was returned.",1,direct,1,1,0.8882
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.8355
Verification code sent to your mobile device.,0,direct,0,1,0.4588
A quick note: We have updated our branch hours.,0,gentle,0,1,0.4758
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.5098
Transaction declined: Insufficient funds for $694.04 at Target.,1,direct,1,1,0.7691
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.7418
Don't worry about the overdraft. We covered it for you this time.,1,supportive,0,1,0.7069
"Transaction confirmation: You spent $3,589.43 at Shell.",0,direct,0,1,0.5486
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.4495
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.5302
It looks like spending is higher than usual. Here are some tips to manage it.,1,supportive,0,1,0.9299
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.6005
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.6494
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.6379
Autopay scheduled for Apr 6 in the amount of $142.33.,0,direct,0,1,0.4855
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.449
Final Notice: Payment of $373.95 is 60 days overdue.,1,urgent,1,1,0.9138
"Based on your spending, you could save $2,015.82 by switching plans.",0,supportive,0,1,0.6347
Your recurring payment to Amazon is coming up soon.,0,gentle,0,1,0.4042
Your credit card ending in 2215 has been suspended due to missed payments.,1,urgent,1,1,0.9201
Paper statement fee of $12.00 applied.,1,direct,1,1,0.7742
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.5402
"Direct Deposit of $1,887.37 received.",0,direct,0,1,0.5186
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.4584
"Bonus alert: You received a $4,375.45 referral bonus.",0,celebratory,0,1,0.65
Amazing! Your net worth increased by 5% this quarter.,0,celebratory,0,1,0.8089
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.7314
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.5478
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.5494
"Reminder: You have $2,024.70 in unused rewards points.",0,gentle,0,1,0.4396
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.8877
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7892
Payment failed: Invalid account number.,1,direct,1,1,0.9224
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6081
Protect your family's future with these life insurance options.,0,supportive,0,1,0.6654
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5661
We noticed the late fee on your account. Let's see if we can waive it.,1,supportive,0,1,0.7236
Your credit card ending in 1193 has been suspended due to missed payments.,1,urgent,1,1,0.8671
Debit card 3047 was declined at Spotify.,1,direct,1,1,0.7497
"Transaction confirmation: You spent $1,299.28 at Walmart.",0,direct,0,1,0.4936
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5264
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5672
Your new debit card has been shipped.,0,direct,0,1,0.6704
Save time by setting up automatic transfers.,0,supportive,0,1,0.7686
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.4263
"Hi there, your e-statement is now available.",0,gentle,0,1,0.5254
Your contact information has been successfully updated.,0,direct,0,1,0.6047
Login failed: Too many attempts.,1,direct,1,1,0.8579
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.4844
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.6427
"If you're worried about fraud, we've got your back with $0 liability protection.",1,supportive,0,1,0.88
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.741
Don't worry about the overdraft. We covered it for you this time.,1,supportive,0,1,0.9402
We noticed you shop at Walmart. Here is a 5% coupon for you.,0,supportive,0,1,0.7808
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.5956
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.7027
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.8793
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.4664
Your credit card ending in 4534 has been suspended due to missed payments.,1,urgent,1,1,0.9648
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.5912
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.6711
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.7386
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.6685
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.7658
Your monthly statement for October is available.,0,direct,0,1,0.6001
"Alert: A charge of $3,918.92 at Walmart was declined.",1,urgent,1,1,0.9122
"Direct Deposit of $3,854.09 received.",0,direct,0,1,0.4063
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.575
Profile update: Email address changed.,0,direct,0,1,0.5817
You have achieved 'Gold Status' in our loyalty program.,0,celebratory,0,1,0.6189
Urgent: Your account is overdrawn by $869.91. Immediate deposit required.,1,urgent,1,1,0.938
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4873
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.9052
Important: Your promotional APR is expiring. Balances will now accrue interest.,1,urgent,1,1,0.892
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.5767
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.6876
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.9313
Notice of adverse action regarding your application.,1,direct,1,1,0.8857
"Reward Unlocked: You earned $3,444.11 in cash back this month.",0,celebratory,0,1,0.8402
"Your dispute regarding the $3,868.48 charge was resolved in favor of the merchant.",1,direct,1,1,0.9022
"Your recurring transfer of $2,949.84 is scheduled for tomorrow.",0,direct,0,1,0.4481
A quick note: We have updated our branch hours.,0,gentle,0,1,0.529
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6164
"Action Required: We could not process your auto-pay of $3,417.04.",1,urgent,1,1,0.8877
"Direct Deposit of $3,327.02 received.",0,direct,0,1,0.6089
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.4379
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.9301
"Bonus alert: You received a $1,782.14 referral bonus.",0,celebratory,0,1,0.6348
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.7319
We see you're close to your limit. Here is a guide to credit utilization.,1,supportive,0,1,0.7224
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.8349
Your monthly statement for October is available.,0,direct,0,1,0.6008
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.8943
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.7896
Your interest rate has increased to 24.99% variable.,1,direct,1,1,0.7704
Maximize your cashback by using your card at Walmart this week.,0,supportive,0,1,0.5478
We noticed your credit score dropped. Here is a personalized plan to improve it.,1,supportive,0,1,0.9335
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.7969
Your monthly statement for October is available.,0,direct,0,1,0.6762
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.4123
"Based on your spending, you could save $2,024.45 by switching plans.",0,supportive,0,1,0.783
Login failed: Too many attempts.,1,direct,1,1,0.9286
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4243
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.602
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.7021
Your request for a credit limit increase was denied.,1,direct,1,1,0.7913
"Urgent: Verify this transaction of $1,430.05 to prevent account lockout.",1,urgent,1,1,0.8794
We are here to help. Click here to review hardship options.,1,supportive,0,1,0.7286
We blocked a suspicious charge to keep you safe. Please review it.,1,supportive,0,1,0.707
You have exceeded your monthly transfer limit.,1,direct,1,1,0.7153
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7979
Protect your family's future with these life insurance options.,0,supportive,0,1,0.5358
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6737
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.8742
"Transaction declined: Insufficient funds for $2,486.11 at Netflix.",1,direct,1,1,0.8953
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.5116
We see you're close to your limit. Here is a guide to credit utilization.,1,supportive,0,1,0.8816
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.6921
"Hi there, your e-statement is now available.",0,gentle,0,1,0.438
A little reminder to check your monthly budget.,0,gentle,0,1,0.4455
Paper statement fee of $35.00 applied.,1,direct,1,1,0.7147
Card 2875 activated successfully.,0,direct,0,1,0.4936
Your contact information has been successfully updated.,0,direct,0,1,0.4736
Your request for a credit limit increase was denied.,1,direct,1,1,0.8478
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.4445
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.9575
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.6816
Your access to online banking has been temporarily restricted.,1,urgent,1,1,0.9765
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.9258
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.8609
Important: Your promotional APR is expiring. Balances will now accrue interest.,1,urgent,1,1,0.8612
Your credit score has been updated.,0,direct,0,1,0.6376
"Wire transfer of $1,061.95 could not be completed.",1,direct,1,1,0.7498
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.5682
Unexpected expenses happen. We can defer your payment for 30 days.,1,supportive,0,1,0.822
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.6192
Transaction confirmation: You spent $94.38 at Apple.,0,direct,0,1,0.4366
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.6945
Please check your inbox for a message about your account.,0,gentle,0,1,0.5154
A late fee of $12.00 has been charged to your account.,1,direct,1,1,0.7656
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.5499
Urgent: Your account is overdrawn by $500.73. Immediate deposit required.,1,urgent,1,1,0.9233
You have achieved 'Gold Status' in our loyalty program.,0,celebratory,0,1,0.7871
You have exceeded your monthly transfer limit.,1,direct,1,1,0.775
Your credit score has been updated.,0,direct,0,1,0.5509
"Whoo-hoo! Your tax refund of $1,031.70 has arrived.",0,celebratory,0,1,0.8389
"Bonus alert: You received a $2,619.79 referral bonus.",0,celebratory,0,1,0.8692
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.5948
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.466
We curated some investment articles just for you.,0,supportive,0,1,0.7835
Your contact information has been successfully updated.,0,direct,0,1,0.4323
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.7255
Your new debit card has been shipped.,0,direct,0,1,0.6619
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.7697
Payment failed: Invalid account number.,1,direct,1,1,0.763
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.7097
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.7711
